customer_id,customer_name,gender,age,city,account_type,account_status,bank_pk
1099,Stephen Mckee,Male,34,Hyderabad,Savings,Active,4-Axis-187-Ma
1100,Sandra Aguilar,Other,22,Chennai,Current,Closed,5-Axis-186-Ea
1101,Cameron Parker,Other,42,Kolkata,Savings,Closed,4-Axis-173-Ne
1102,Rebecca Valencia,Other,35,Bangalore,Joint,Closed,5-Axis-137-No
1103,Christine Wright,Male,67,Hyderabad,Current,Closed,2-Axis-168-Ve
1104,Richard Henson,Other,25,Bangalore,NRI,Closed,1-Axis-168-Ve
1105,Marc Moore,Other,44,Mumbai,Current,Dormant,3-Axis-194-Po
1106,Sharon Cherry,Male,32,Kolkata,Savings,Active,2-Axis-139-Ke
1107,Sierra Johnson,Other,62,Delhi,NRI,Dormant,1-Axis-100-Ea
1108,Evelyn Galvan,Male,30,Bangalore,Current,Closed,1-Axis-101-Ki
1109,Sharon Cochran,Female,33,Kolkata,Savings,Closed,3-Axis-128-No
1110,Richard Rodriguez,Other,39,Mumbai,Current,Closed,4-Axis-106-Wi
1111,Shannon Walker,Female,37,Kolkata,NRI,Dormant,1-Axis-192-Ca
1112,Julia Torres,Male,30,Delhi,Savings,Dormant,3-Axis-156-Ea
1113,Crystal Johnson,Other,37,Hyderabad,NRI,Closed,5-Axis-154-Mi
1114,Garrett Lin,Male,19,Hyderabad,Savings,Dormant,1-Axis-172-La
1115,Diana May,Female,52,Hyderabad,Joint,Dormant,1-Axis-135-Ea
1116,William Herrera,Male,64,Chennai,Savings,Active,4-Axis-106-Wi
1117,Ashley Waller,Other,36,Chennai,NRI,Dormant,4-Axis-191-So
1118,Victor Baker,Other,62,Chennai,Savings,Dormant,5-Axis-109-Sa
1119,Jeffrey Chandler,Female,54,Chennai,Savings,Dormant,1-Axis-179-Po
1120,Larry Dixon,Male,23,Mumbai,NRI,Active,4-Axis-173-Ne
1121,Kenneth Scott,Other,31,Kolkata,NRI,Active,3-Axis-138-La
1122,April Frost,Female,21,Mumbai,NRI,Dormant,1-Axis-157-Mi
1123,Michelle Harmon,Other,39,Hyderabad,Current,Dormant,3-Axis-189-Ne
1124,Helen Jones,Other,68,Delhi,Joint,Active,2-Axis-197-Po
1125,Erin Edwards,Male,56,Chennai,NRI,Closed,5-Axis-197-Po
1126,Michelle Evans,Other,53,Kolkata,Current,Active,4-Axis-139-Ke
1127,Jason Powell,Male,51,Delhi,Savings,Closed,2-Axis-113-Ne
1128,Cameron Fisher,Other,44,Mumbai,NRI,Active,4-Axis-181-We
1129,Megan Orr,Female,24,Chennai,NRI,Dormant,2-Axis-100-Ea
1130,Elizabeth Kelley,Other,20,Mumbai,Joint,Dormant,4-Axis-116-Ne
1131,Dustin Jordan,Male,64,Mumbai,Current,Dormant,5-Axis-148-No
1132,Mary Marshall,Male,50,Bangalore,Joint,Closed,1-Axis-185-Po
1133,Daniel Kennedy,Female,19,Kolkata,Current,Closed,3-Axis-115-We
1134,Rebecca Jackson,Other,59,Mumbai,NRI,Active,2-Axis-106-Wi
1135,Jose Schultz,Other,33,Hyderabad,NRI,Closed,3-Axis-114-La
1136,Robert Potter,Female,42,Mumbai,NRI,Dormant,3-Axis-120-Ea
1137,Courtney Gonzalez,Other,32,Chennai,NRI,Closed,4-Axis-165-So
1138,David Alvarez,Other,41,Hyderabad,Current,Dormant,1-Axis-158-Ea
1139,Angel Perry,Male,32,Mumbai,NRI,Active,4-Axis-147-Ea
1140,Cheyenne Horton,Other,48,Hyderabad,Joint,Closed,3-Axis-188-Ea
1141,David Douglas Jr.,Other,31,Mumbai,Savings,Dormant,5-Axis-172-La
1142,Patricia Rodriguez,Female,31,Kolkata,Joint,Dormant,1-Axis-183-La
1143,Christopher Rubio,Female,23,Hyderabad,NRI,Dormant,1-Axis-149-Po
1144,Amber Wright,Male,31,Delhi,Current,Active,3-Axis-109-Sa
1145,Joyce Solis,Other,34,Bangalore,Savings,Closed,4-Axis-151-Ja
1146,Victoria Larson,Other,35,Hyderabad,NRI,Closed,5-Axis-184-Po
1147,Stephanie Salazar,Other,37,Chennai,NRI,Closed,2-Axis-167-Da
1148,Kathy Rivas,Male,68,Bangalore,NRI,Dormant,4-Axis-129-Tr
1149,Stephanie Manning,Male,34,Bangalore,Current,Active,1-Axis-133-Da
1150,David Wright,Female,33,Mumbai,Joint,Closed,4-Axis-193-Ne
1151,Pamela Boyd,Male,57,Hyderabad,NRI,Closed,2-Axis-177-Ta
1152,Denise Jones,Other,56,Kolkata,Current,Active,5-Axis-185-Po
1153,Devon Flores,Other,69,Bangalore,Savings,Active,5-Axis-164-Fo
1154,Brenda Hall,Male,49,Chennai,Joint,Closed,2-Axis-159-Ag
1155,Michelle Brown,Other,61,Kolkata,Savings,Closed,2-Axis-107-Po
1156,Joshua Perry,Other,26,Kolkata,Joint,Closed,3-Axis-174-We
1157,Jason Stein,Male,44,Chennai,Current,Dormant,1-Axis-164-Fo
1158,Melissa Gates,Male,63,Chennai,Joint,Closed,3-Axis-168-Ve
1159,Jamie Smith,Other,69,Mumbai,NRI,Dormant,4-Axis-156-Ea
1160,Paul Castaneda,Other,50,Delhi,Current,Active,2-Axis-144-Ea
1161,Jennifer Adkins,Other,27,Hyderabad,Current,Closed,3-Axis-148-No
1162,Lindsey Walker,Female,34,Bangalore,Current,Dormant,1-Axis-173-Ne
1163,Jeffrey Johnson,Female,66,Hyderabad,NRI,Dormant,1-Axis-161-We
1164,Michael Powell,Female,66,Kolkata,Joint,Dormant,2-Axis-138-La
1165,John Anderson,Male,53,Bangalore,Joint,Dormant,3-Axis-176-Mu
1166,Alyssa Long,Female,34,Mumbai,Current,Closed,5-Axis-120-Ea
1167,Alyssa Day,Male,35,Hyderabad,Joint,Closed,2-Axis-199-No
1168,Joel Williams,Male,69,Mumbai,Joint,Dormant,4-Axis-152-Br
1169,Daniel Murphy,Female,40,Mumbai,Savings,Active,3-Axis-144-Ea
1170,Jamie Walton,Female,51,Hyderabad,NRI,Dormant,3-Axis-196-Za
1171,Darlene Miller,Female,25,Hyderabad,Current,Closed,2-Axis-127-We
1172,Joshua Cooke,Other,30,Bangalore,NRI,Dormant,3-Axis-152-Br
1173,Matthew Harrington,Female,40,Kolkata,NRI,Active,3-Axis-108-Ea
1174,Nicole Herring,Other,37,Kolkata,NRI,Active,4-Axis-174-We
1175,Alex Hernandez,Male,39,Chennai,Joint,Active,4-Axis-192-Ca
1176,Michael Elliott,Other,64,Mumbai,Current,Closed,5-Axis-170-Ea
1177,Michael Wang,Female,69,Kolkata,Savings,Active,4-Axis-160-No
1178,Lawrence Adkins,Male,40,Delhi,Savings,Closed,5-Axis-126-So
1179,Robert Oconnell,Male,58,Bangalore,NRI,Active,4-Axis-121-Al
1180,Alexander Collins,Male,52,Bangalore,Savings,Closed,5-Axis-194-Po
1181,Tina Sanders,Other,20,Chennai,Joint,Closed,4-Axis-129-Tr
1182,Angela Vaughn,Female,51,Chennai,NRI,Closed,4-Axis-191-So
1183,Ashley Barton,Male,50,Mumbai,Savings,Dormant,2-Axis-183-La
1184,Lindsay Martinez,Male,63,Bangalore,Current,Closed,4-Axis-114-La
1185,Dr. Hannah Patterson,Male,34,Bangalore,Savings,Closed,5-Axis-114-La
1186,Jonathan Peterson,Other,62,Delhi,Savings,Active,2-Axis-152-Br
1187,Samantha Garcia,Other,36,Mumbai,Savings,Active,5-Axis-175-Ne
1188,Madison Poole,Female,47,Mumbai,Joint,Active,4-Axis-180-Ni
1189,Jessica Gross,Other,40,Kolkata,Joint,Closed,4-Axis-122-Te
1190,Debra Morton,Male,32,Chennai,NRI,Dormant,5-Axis-169-No
1191,Karen Graham,Female,31,Kolkata,Current,Dormant,3-Axis-115-We
1192,Debra Christian,Male,19,Mumbai,Current,Active,2-Axis-190-Tu
1193,Angelica Keith,Male,56,Delhi,NRI,Closed,2-Axis-186-Ea
1194,John Bishop,Other,66,Mumbai,NRI,Closed,4-Axis-164-Fo
1195,Allen Rosales,Female,35,Kolkata,Savings,Closed,2-Axis-144-Ea
1196,Daniel Salinas,Other,23,Hyderabad,Joint,Active,5-Axis-106-Wi
1197,Spencer Haynes,Other,49,Hyderabad,Joint,Active,4-Axis-144-Ea
1198,Adam Vaughan,Female,38,Delhi,Joint,Active,2-Axis-138-La
1199,Nathan Freeman,Male,57,Chennai,Current,Dormant,1-Axis-149-Po
1200,Melissa Brewer,Male,45,Bangalore,Savings,Dormant,2-Axis-148-No
1201,Ricky Davis II,Female,44,Mumbai,Savings,Closed,5-Axis-147-Ea
1202,Elizabeth Perkins,Male,19,Kolkata,NRI,Dormant,2-Axis-148-No
1203,Joseph Coleman,Female,50,Chennai,NRI,Active,3-Axis-139-Ke
1204,Erin Warner,Female,33,Kolkata,Joint,Dormant,3-Axis-138-La
1205,David Martinez,Other,56,Chennai,Savings,Closed,4-Axis-156-Ea
1206,Bryan Herrera,Female,39,Mumbai,Current,Active,3-Axis-181-We
1207,Cathy Robinson,Other,60,Bangalore,Current,Dormant,5-Axis-162-Mo
1208,Dr. William Warren,Male,64,Mumbai,NRI,Dormant,1-Axis-199-No
1209,Brian Lee,Male,30,Bangalore,Joint,Active,1-Axis-155-Al
1210,Christopher Smith,Male,19,Kolkata,Current,Dormant,4-Axis-185-Po
1211,Denise Mccann,Male,31,Delhi,Savings,Closed,4-Axis-101-Ki
1212,Melissa Martinez,Other,55,Bangalore,Savings,Closed,3-Axis-125-Am
1213,Katherine Salas,Male,58,Chennai,Savings,Dormant,5-Axis-195-Po
1214,Julie Alexander,Female,45,Delhi,NRI,Closed,3-Axis-122-Te
1215,Anthony Everett,Female,24,Kolkata,NRI,Dormant,5-Axis-117-Ke
1216,Rodney Morales,Female,35,Hyderabad,Joint,Active,5-Axis-182-An
1217,Mark Brown,Other,58,Delhi,Savings,Closed,1-Axis-187-Ma
1218,Justin Torres,Male,53,Bangalore,NRI,Closed,5-Axis-167-Da
1219,Bailey Duran DDS,Male,58,Delhi,Joint,Dormant,2-Axis-159-Ag
1220,Courtney Mills,Male,53,Kolkata,Savings,Active,5-Axis-101-Ki
1221,Jeremy Dalton,Other,61,Delhi,Current,Dormant,1-Axis-193-Ne
1222,Elizabeth Oliver DDS,Female,21,Kolkata,Savings,Dormant,3-Axis-148-No
1223,Theresa Clark,Female,47,Hyderabad,Savings,Closed,5-Axis-137-No
1224,Matthew Moore,Male,41,Bangalore,NRI,Dormant,2-Axis-130-Ro
1225,Benjamin Smith,Female,37,Chennai,NRI,Dormant,4-Axis-139-Ke
1226,Kirk Carter,Female,63,Delhi,NRI,Active,3-Axis-179-Po
1227,Michael Warner,Other,48,Mumbai,Savings,Dormant,4-Axis-152-Br
1228,Michael Bradshaw,Other,41,Chennai,Current,Dormant,2-Axis-163-Sh
1229,Lori Guerrero,Other,24,Delhi,NRI,Active,1-Axis-132-Jo
1230,Jessica Stephens,Other,43,Chennai,NRI,Closed,1-Axis-157-Mi
1231,Susan Serrano,Male,30,Mumbai,Savings,Closed,3-Axis-149-Po
1232,Christopher Parker,Other,25,Chennai,NRI,Active,5-Axis-163-Sh
1233,Laura Roberts,Female,22,Chennai,Savings,Active,5-Axis-102-Jo
1234,Michael Lyons,Male,61,Mumbai,Savings,Dormant,4-Axis-160-No
1235,Kathryn Snyder,Female,30,Mumbai,Savings,Closed,1-Axis-181-We
1236,Andrew Reynolds,Female,46,Mumbai,NRI,Active,5-Axis-109-Sa
1237,David Davis,Female,37,Hyderabad,NRI,Dormant,5-Axis-165-So
1238,Sara Johnston,Other,31,Kolkata,Savings,Closed,1-Axis-150-La
1239,Yvonne Chambers,Other,49,Kolkata,NRI,Closed,1-Axis-193-Ne
1240,Andrew Avila,Male,67,Mumbai,NRI,Active,2-Axis-129-Tr
1241,Matthew Moon,Male,44,Kolkata,NRI,Active,4-Axis-124-Ma
1242,Kevin Walters,Other,42,Chennai,Joint,Closed,1-Axis-142-Br
1243,Brandon Bailey MD,Female,69,Mumbai,Current,Dormant,2-Axis-187-Ma
1244,Shannon Rivera,Male,21,Delhi,NRI,Dormant,1-Axis-163-Sh
1245,Donna Landry,Other,38,Mumbai,Current,Active,3-Axis-158-Ea
1246,Krista Gibson,Other,35,Mumbai,Current,Closed,3-Axis-161-We
1247,Frank Cordova,Other,56,Kolkata,Joint,Closed,3-Axis-198-Mc
1248,Jose Travis,Female,32,Bangalore,Savings,Active,1-Axis-109-Sa
1249,Kimberly Gutierrez,Other,55,Chennai,Savings,Dormant,5-Axis-163-Sh
1250,Isaiah Avila,Other,65,Kolkata,Current,Dormant,5-Axis-193-Ne
1251,Olivia Harris,Other,69,Chennai,NRI,Active,3-Axis-159-Ag
1252,Tanya Kim,Other,41,Delhi,Current,Dormant,4-Axis-189-Ne
1253,Barbara Dudley,Male,25,Hyderabad,Savings,Closed,2-Axis-198-Mc
1254,Cynthia Moore,Male,45,Bangalore,NRI,Closed,3-Axis-187-Ma
1255,Kristen Davis,Other,38,Delhi,Joint,Active,2-Axis-119-La
1256,Susan Murray MD,Female,33,Delhi,Current,Closed,2-Axis-148-No
1257,Kathleen Moran,Male,33,Chennai,Joint,Active,3-Axis-198-Mc
1258,Denise Davenport,Other,52,Bangalore,Current,Active,5-Axis-173-Ne
1259,Mrs. Kristen Reyes,Male,34,Chennai,Joint,Closed,4-Axis-126-So
1260,Katie Suarez,Male,26,Hyderabad,Joint,Dormant,3-Axis-150-La
1261,Desiree Tyler,Female,52,Chennai,Current,Closed,2-Axis-156-Ea
1262,Timothy Romero,Other,69,Mumbai,NRI,Closed,1-Axis-178-Po
1263,Diane Evans,Other,46,Chennai,NRI,Dormant,1-Axis-178-Po
1264,Yvonne Burns,Female,56,Mumbai,Savings,Closed,2-Axis-136-Me
1265,Joshua Reed,Female,35,Delhi,Current,Dormant,3-Axis-198-Mc
1266,Kimberly Gibson,Other,29,Hyderabad,Current,Closed,5-Axis-102-Jo
1267,Colin Terry,Other,36,Kolkata,Current,Active,3-Axis-128-No
1268,Cynthia Rowe,Female,65,Mumbai,Savings,Dormant,4-Axis-167-Da
1269,Patrick Thornton,Male,39,Hyderabad,NRI,Dormant,1-Axis-146-Br
1270,Jasmin Alvarado,Male,66,Chennai,NRI,Active,2-Axis-179-Po
1271,Veronica Simpson,Female,69,Kolkata,Current,Closed,5-Axis-168-Ve
1272,Jonathan Lawrence,Male,32,Chennai,NRI,Active,3-Axis-120-Ea
1273,Shelly Alexander,Female,18,Delhi,Joint,Closed,4-Axis-141-Ho
1274,Joyce Bowen,Male,19,Chennai,Savings,Active,3-Axis-120-Ea
1275,Matthew Moore,Male,25,Mumbai,NRI,Closed,4-Axis-101-Ki
1276,Wayne Morgan,Other,39,Delhi,Savings,Dormant,3-Axis-177-Ta
1277,Marie Christian,Other,42,Hyderabad,Current,Active,5-Axis-168-Ve
1278,Shannon James,Male,19,Delhi,NRI,Dormant,5-Axis-106-Wi
1279,Nathan Malone,Male,68,Hyderabad,NRI,Active,2-Axis-174-We
1280,Amanda Jones,Other,26,Bangalore,Joint,Dormant,5-Axis-134-No
1281,Tammie Bright,Other,26,Mumbai,Joint,Dormant,4-Axis-129-Tr
1282,Jessica Garcia,Other,30,Mumbai,NRI,Dormant,2-Axis-143-Ha
1283,Shelia Wallace,Female,23,Hyderabad,NRI,Active,5-Axis-145-Mi
1284,Stephanie Williams,Male,47,Chennai,NRI,Active,1-Axis-154-Mi
1285,Elaine Brooks,Other,32,Kolkata,Joint,Active,4-Axis-100-Ea
1286,Joseph Knight,Male,68,Chennai,Joint,Dormant,2-Axis-153-Da
1287,Carolyn Miller,Female,32,Bangalore,NRI,Dormant,4-Axis-179-Po
1288,Lisa Allen,Female,67,Hyderabad,Joint,Closed,2-Axis-100-Ea
1289,Briana Murray,Other,24,Bangalore,Joint,Closed,4-Axis-162-Mo
1290,David Smith,Female,28,Hyderabad,Current,Dormant,1-Axis-154-Mi
1291,Stephanie Byrd,Male,57,Bangalore,NRI,Closed,5-Axis-185-Po
1292,Jeremy Reed,Other,55,Hyderabad,Savings,Closed,3-Axis-176-Mu
1293,Margaret Coleman,Male,57,Mumbai,Current,Dormant,3-Axis-126-So
1294,Ryan Gonzalez,Male,19,Bangalore,Current,Active,3-Axis-114-La
1295,John Young,Female,68,Bangalore,Current,Dormant,2-Axis-180-Ni
1296,Laura Haney,Female,65,Hyderabad,Savings,Closed,5-Axis-108-Ea
1297,William Barrett,Female,56,Delhi,Joint,Closed,2-Axis-168-Ve
1298,Keith Jennings,Female,27,Delhi,Current,Dormant,2-Axis-158-Ea
1299,Amber Obrien,Female,61,Mumbai,NRI,Closed,2-Axis-122-Te
1300,Tanner Mitchell DDS,Other,34,Chennai,Current,Active,2-Axis-110-So
1301,Heather Fields,Male,24,Chennai,Savings,Closed,5-Axis-123-Th
1302,Megan Le,Male,57,Mumbai,Savings,Active,3-Axis-171-Ne
1303,Sara Fuller,Male,56,Chennai,Joint,Active,4-Axis-197-Po
1304,Maria Parker,Male,21,Kolkata,Current,Closed,2-Axis-153-Da
1305,Kevin Oconnor,Female,52,Kolkata,Savings,Closed,5-Axis-130-Ro
1306,Edward Burgess,Male,68,Kolkata,Savings,Closed,1-Axis-121-Al
1307,Carlos Ryan,Other,64,Kolkata,Savings,Dormant,4-Axis-113-Ne
1308,Kiara Mcintyre,Other,53,Hyderabad,NRI,Closed,2-Axis-104-Or
1309,Dawn Summers,Male,48,Delhi,Current,Active,2-Axis-116-Ne
1310,Dr. Paul Morgan,Male,42,Mumbai,Joint,Dormant,4-Axis-181-We
1311,Victor Taylor,Other,58,Hyderabad,Joint,Dormant,4-Axis-182-An
1312,Shannon Ramsey,Other,30,Kolkata,Current,Closed,2-Axis-170-Ea
1313,Tracy Ballard,Female,35,Mumbai,Current,Active,5-Axis-189-Ne
1314,Richard Smith,Other,38,Delhi,NRI,Closed,1-Axis-188-Ea
1315,Jordan Chambers,Female,65,Chennai,NRI,Closed,5-Axis-181-We
1316,Lauren Carson,Female,18,Hyderabad,Current,Dormant,3-Axis-143-Ha
1317,Ashley Hall,Female,53,Delhi,Current,Closed,3-Axis-178-Po
1318,Stephen Hoffman,Female,67,Mumbai,NRI,Active,3-Axis-192-Ca
1319,Connie Brown,Female,25,Bangalore,Current,Active,2-Axis-148-No
1320,Susan Turner,Male,69,Hyderabad,NRI,Closed,1-Axis-164-Fo
1321,Charles Shah,Other,65,Mumbai,Current,Closed,1-Axis-103-La
1322,Johnathan Davis,Female,38,Mumbai,Savings,Closed,2-Axis-108-Ea
1323,Brandy Chavez,Other,60,Delhi,Current,Active,2-Axis-135-Ea
1324,Natalie Bautista,Other,69,Mumbai,Savings,Active,2-Axis-150-La
1325,Patrick Moore,Female,38,Hyderabad,Current,Closed,1-Axis-131-Br
1326,Brett Burns,Male,44,Kolkata,Current,Dormant,2-Axis-187-Ma
1327,Trevor Johnson,Female,36,Hyderabad,Savings,Dormant,4-Axis-117-Ke
1328,Jeremy Sampson,Male,40,Mumbai,NRI,Active,4-Axis-114-La
1329,Ariana Jennings,Other,68,Delhi,Current,Dormant,4-Axis-119-La
1330,Vanessa Howard,Male,67,Hyderabad,NRI,Active,2-Axis-157-Mi
1331,Colton Martinez,Male,68,Bangalore,Savings,Closed,4-Axis-139-Ke
1332,Jordan Bates,Male,60,Kolkata,NRI,Closed,2-Axis-165-So
1333,Linda Smith,Other,52,Chennai,Current,Active,4-Axis-188-Ea
1334,Dana Martinez,Other,57,Delhi,Joint,Active,2-Axis-112-Sm
1335,Andrea Hubbard,Male,69,Delhi,Joint,Active,5-Axis-190-Tu
1336,Daniel Kane,Male,68,Chennai,Savings,Active,3-Axis-112-Sm
